energy_100g,sugars_100g,fat_100g,saturated_fat_100g,proteins_100g,salt_100g,sodium_100g,fiber_100g,carbohydrates_100g,trans_fat_100g,cholesterol_100g,vitamin_a_100g,vitamin_c_100g,calcium_100g,iron_100g,potassium_100g,nova_group,additives_n,label,sugar_energy_ratio,fat_energy_ratio,protein_energy_ratio,fiber_carb_ratio,sugar_fiber_ratio,fat_protein_ratio,salt_energy_ratio,sat_fat_ratio,sat_fat_energy_ratio,unsat_fat_100g,trans_fat_ratio,sodium_salt_ratio,micronutrient_density,negative_score,positive_score,health_balance,energy_density,has_palm_oil,additives_risk
1552.0,4.0,2.8,1.2,13.0,1.6,0.64,8.1,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Moderate,0.0025756600128783,0.00180296200901481,0.008370895041854474,0.11571428571428571,0.43956043956043955,0.19999999999999998,0.00103026400515132,0.3157894736842105,0.00077269800386349,1.5999999999999999,0.0,0.24615384615384614,0.0,24.0,21.1,-2.8999999999999986,2.0,0,0.0
1708.4,18.0,6.1,3.7,8.3,0.72,0.288,6.2,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Unhealthy,0.01053001053001053,0.0035685035685035682,0.004855504855504855,0.08051948051948052,2.5,0.6559139784946235,0.00042120042120042116,0.5211267605633804,0.0021645021645021645,2.3999999999999995,0.0,0.16744186046511628,0.0,35.0,14.5,-20.5,2.0,0,1.0
1922.6,18.0,12.0,1.3,9.4,0.01,0.004,7.6,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Moderate,0.009357454772301934,0.006238303181534623,0.004886670825535455,0.10133333333333333,2.0930232558139537,1.1538461538461537,5.198585984612186e-06,0.1,0.0006758161779995841,10.7,0.0,0.0039603960396039604,0.0,31.400000000000002,17.0,-14.400000000000002,2.0,0,0.0
1309.7,5.1,6.3,1.1,7.4,1.16,0.464,2.4,54.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,Moderate,0.003891050583657587,0.004806591897459372,0.005645838101777676,0.043010752688172046,1.5,0.75,0.0008850232700083924,0.15068493150684933,0.0008392462043183033,5.199999999999999,0.0,0.21481481481481482,0.0,24.1,9.8,-14.3,2.0,0,3.0
924.0,2.06,7.13,3.12,8.08,1.37,0.548,1.7,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Unhealthy,0.0022270270270270272,0.007708108108108108,0.008735135135135135,0.05555555555555555,0.762962962962963,0.7852422907488986,0.0014810810810810813,0.38376383763837646,0.003372972972972973,4.01,0.0,0.23122362869198312,0.0,26.01,9.78,-16.230000000000004,1.0,0,1.0
294.0,5.4,4.0,0.3,0.9,0.58,0.232,3.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,Healthy,0.018305084745762715,0.013559322033898305,0.0030508474576271187,0.4109589041095891,1.35,2.1052631578947367,0.0019661016949152543,0.06,0.001016949152542373,3.7,0.0,0.1468354430379747,0.0,15.5,3.9,-11.6,0.0,0,1.0
644.3,35.7,0.2,0.1,0.4,0.03,0.012,2.9,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Moderate,0.05532310553231056,0.00030993336432666983,0.0006198667286533397,0.07901907356948228,9.153846153846155,0.14285714285714288,4.649000464900047e-05,0.08333333333333334,0.00015496668216333491,0.1,0.0,0.011650485436893204,0.0,36.300000000000004,3.3,-33.00000000000001,1.0,0,1.0
1393.68421052632,6.31578947368421,6.31578947368421,1.05263157894737,13.6842105263158,1.02631578947368,0.410526315789474,6.31578947368421,51.5789473684211,0.0,0.0,0.0,0.0,0.115789473684211,0.0031578947368421,0.242105263157895,4.0,0.0,Moderate,0.004528472772557441,0.004528472772557441,0.009811691007207798,0.12012012012012001,0.8633093525179856,0.43010752688172005,0.0007358768255405813,0.14388489208633115,0.000754745462092908,5.26315789473684,0.0,0.20259740259740316,0.00025887769349786755,23.947368421052587,20.00242105263159,-3.9449473684209977,2.0,0,0.0
2721.875,6.25,50.0,9.375,25.0,0.859375,0.34375,9.375,21.875,0.0,0.0,0.0,0.0,0.05625,0.003125,0.628125,3.0,0.0,Moderate,0.0022953679474819813,0.01836294357985585,0.009181471789927925,0.4098360655737705,0.6024096385542169,1.9230769230769231,0.0003156130927787724,0.18382352941176472,0.003443051921222972,40.625,0.0,0.18487394957983194,0.00025249047422301797,74.21875,34.38128125,-39.83746875,3.0,0,0.0
2820.0,6.66666666666667,53.3333333333333,10.0,20.0,1.0,0.4,6.66666666666667,26.6666666666667,0.0,0.0,0.0,0.0,0.0666666666666667,0.0013333333333333,0.5,4.0,1.0,Moderate,0.0023632281696797834,0.01890582535743825,0.007089684509039348,0.24096385542168655,0.8695652173913044,2.539682539682538,0.0003544842254519674,0.18404907975460133,0.003544842254519674,43.3333333333333,0.0,0.2,0.00020134704005671746,79.99999999999997,26.67166666666667,-53.328333333333305,3.0,0,1.0
2650.0,5.0,49.0,6.0,25.0,0.9875,0.395,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.001886080724254998,0.01848359109769898,0.00943040362127499,0.42857142857142855,0.5,1.8846153846153846,0.00037250094304036216,0.12,0.002263296869105998,43.0,0.0,0.19874213836477989,0.0,69.875,34.0,-35.875,3.0,0,0.0
354.1,0.0,1.3,0.3,18.0,0.12,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Healthy,0.0,0.0036609405801182764,0.05068994649394536,0.0,0.0,0.06842105263157895,0.00033793297662630244,0.13043478260869565,0.0008448324415657561,1.0,0.0,0.04285714285714285,0.0,2.8,18.0,15.2,0.0,0,0.0
279.5,1.0,0.8,0.3,1.7,0.905,0.362,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Moderate,0.0035650623885918,0.0028520499108734406,0.006060606060606061,0.21428571428571427,0.25,0.2962962962962963,0.0032263814616755792,0.16666666666666666,0.0010695187165775401,0.5,0.0,0.1900262467191601,0.0,11.150000000000002,4.7,-6.450000000000002,0.0,0,1.0
1661.0,6.5,37.0,24.0,7.9,0.92,0.4,3.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Unhealthy,0.003910950661853189,0.022262334536702767,0.0047533092659446455,0.38961038961038963,1.625,4.157303370786517,0.0005535499398315283,0.631578947368421,0.01444043321299639,13.0,0.0,0.20833333333333334,0.0,76.7,10.9,-65.8,2.0,0,1.0
1619.0,2.8,4.6,0.5,12.0,1.5,0.6,9.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Moderate,0.001728395061728395,0.002839506172839506,0.007407407407407408,0.12857142857142856,0.27999999999999997,0.3538461538461538,0.000925925925925926,0.08928571428571429,0.00030864197530864197,4.1,0.0,0.24,0.0,22.9,21.0,-1.8999999999999986,2.0,1,1.0
1888.1,18.6,17.2,4.7,9.2,0.29,0.116,10.9,59.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Moderate,0.009845958392885502,0.009104864750410249,0.004870043936265947,0.18076285240464346,1.5630252100840336,1.6862745098039216,0.00015351225451273092,0.25824175824175827,0.002487957228309777,12.5,0.0,0.08992248062015504,0.0,43.4,20.1,-23.299999999999997,2.0,0,1.0
2565.2,3.4,53.0,4.0,26.0,0.02,0.008,12.2,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Healthy,0.0013249162185332399,0.02065310575948874,0.010131712259371834,2.5416666666666665,0.25757575757575757,1.962962962962963,7.793624814901411e-06,0.07407407407407407,0.0015587249629802822,49.0,0.0,0.00784313725490196,0.0,60.6,38.2,-22.4,3.0,0,0.0
340.0,10.5,2.1,0.3,3.7,0.08,0.032,2.0,10.8,0.0,0.0,0.0,0.0,0.12,0.0,0.0,4.0,1.0,Moderate,0.030791788856304986,0.0061583577712609975,0.010850439882697948,0.1694915254237288,3.5,0.44680851063829785,0.0002346041055718475,0.0967741935483871,0.0008797653958944282,1.8,0.0,0.029629629629629627,0.00035190615835777126,13.700000000000001,5.7,-8.0,0.0,0,1.0
1572.0,1.8,1.4,0.4,9.0,1.4,0.56,3.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Moderate,0.0011443102352193262,0.0008900190718372536,0.00572155117609663,0.0375,0.45,0.13999999999999999,0.0008900190718372536,0.16666666666666669,0.0002542911633820725,0.9999999999999999,0.0,0.23333333333333336,0.0,17.599999999999998,12.0,-5.599999999999998,2.0,0,0.0
2554.0,3.7,52.0,4.0,26.0,0.03,0.012,12.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Healthy,0.0014481409001956948,0.020352250489236792,0.010176125244618396,2.0689655172413794,0.2846153846153846,1.9259259259259258,1.1741682974559687e-05,0.07547169811320754,0.0015655577299412916,48.0,0.0,0.011650485436893204,0.0,60.0,38.0,-22.0,3.0,0,0.0
1474.0,3.3,1.5,0.1,12.0,0.03,0.012,3.5,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Healthy,0.0022372881355932203,0.001016949152542373,0.008135593220338983,0.04929577464788732,0.7333333333333333,0.11538461538461539,2.0338983050847455e-05,0.04,6.779661016949152e-05,1.4,0.0,0.011650485436893204,0.0,5.199999999999999,15.5,10.3,2.0,0,0.0
154.0,2.6,0.8,0.1,1.2,0.95,0.38,2.1,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.016774193548387096,0.005161290322580645,0.007741935483870968,0.34426229508196726,0.8387096774193549,0.36363636363636365,0.0061290322580645155,0.05555555555555556,0.0006451612903225806,0.7000000000000001,0.0,0.19487179487179487,0.0,13.0,3.3,-9.7,0.0,0,0.0
1497.0,0.9,4.9,0.5,14.0,0.01,0.004,9.6,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.0006008010680907878,0.0032710280373831778,0.009345794392523364,0.16,0.0849056603773585,0.3266666666666667,6.675567423230975e-06,0.0847457627118644,0.0003337783711615487,4.4,0.0,0.0039603960396039604,0.0,6.4,23.6,17.200000000000003,2.0,0,0.0
1371.0,1.0,29.0,2.5,6.4,1.5,0.6,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Moderate,0.0007288629737609329,0.021137026239067054,0.004664723032069971,0.3,0.25,3.918918918918919,0.0010932944606413995,0.08333333333333333,0.0018221574344023323,26.5,0.0,0.24,0.0,47.5,9.4,-38.1,2.0,0,1.0
369.0,1.4,0.4,0.2,5.9,0.45,0.18,3.9,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,Moderate,0.0037837837837837837,0.001081081081081081,0.015945945945945946,0.2765957446808511,0.2857142857142857,0.057971014492753624,0.0012162162162162162,0.14285714285714288,0.0005405405405405405,0.2,0.0,0.12413793103448276,0.0,6.5,9.8,3.3000000000000007,0.0,0,1.0
99.0,3.6,0.2,0.0,1.3,0.0975,0.039,1.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Healthy,0.036000000000000004,0.002,0.013000000000000001,0.2173913043478261,1.8,0.08695652173913045,0.0009750000000000001,0.0,0.0,0.2,0.0,0.03553530751708429,0.0,4.775,2.3,-2.4750000000000005,0.0,0,1.0
420.0,0.3,2.5,0.6,13.5,1.7,0.68,8.5,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,Healthy,0.0007125890736342042,0.0059382422802850355,0.032066508313539195,3.148148148148148,0.031578947368421054,0.1724137931034483,0.0040380047505938245,0.17142857142857143,0.0014251781472684084,1.9,0.0,0.2518518518518518,0.0,20.400000000000002,22.0,1.5999999999999979,0.0,0,1.0
489.7,14.0,4.0,2.5,4.1,0.12,0.048,3.0,16.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,3.0,0.0,Moderate,0.028530670470756064,0.008151620134501733,0.008355410637864274,0.17647058823529413,3.5,0.7843137254901962,0.000244548604035052,0.5,0.005094762584063583,1.5,0.0,0.04285714285714285,0.00034644385571632364,21.7,7.1,-14.6,0.0,0,0.0
941.666666666667,1.66666666666667,1.11111111111111,1.11111111111111,8.05555555555556,1.30555555555556,0.522222222222222,6.38888888888889,41.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,Healthy,0.0017680339462517712,0.0011786892975011772,0.008545497406883549,0.14973958333333326,0.22556390977443652,0.1226993865030673,0.0013849599245638893,0.5263157894736841,0.0011786892975011772,0.0,0.0,0.22650602409638504,0.0,16.94444444444449,14.44444444444445,-2.500000000000039,1.0,0,1.0
3367.0,0.0,91.4,12.8,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Healthy,0.0,0.027137767220902616,0.0,3.0,0.0,91.4,0.0,0.13852813852813853,0.003800475059382423,78.60000000000001,0.0,0.0,0.0,104.2,3.0,-101.2,3.0,0,0.0
755.91,2.22,18.9,16.7,1.11,0.04,0.016,0.0,2.22,0.0,0.0,0.0,0.0,0.0111111111111111,0.0001111111111111,0.188888888888889,1.0,0.0,Unhealthy,0.002932977500627552,0.024969943586423748,0.001466488750313776,0.0,2.22,8.95734597156398,5.284644145274868e-05,0.8391959798994975,0.02206338930652257,2.1999999999999993,0.0,0.015384615384615384,0.00026437900293444557,38.22,1.111888888888889,-37.10811111111111,1.0,0,0.0
194.7,3.25,2.0,0.2,0.25,0.10375,0.0415,3.0,6.85,0.0,0.0,0.0,0.0,0.06,0.0,0.0,4.0,2.0,Moderate,0.01660705160960654,0.010219724067450179,0.0012774655084312723,0.3821656050955414,0.8125,1.6,0.0005301481859989781,0.06666666666666667,0.001021972406745018,1.8,0.0,0.037599093997735,0.0003065917220235054,6.4875,3.25,-3.2375,0.0,0,1.0
1447.7,38.3,0.9,0.3,1.7,0.02,0.008,3.0,81.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Unhealthy,0.026437495685787255,0.0006212466349140609,0.0011734658659487817,0.03636363636363636,9.575,0.3333333333333333,1.380548077586802e-05,0.15789473684210525,0.00020708221163802027,0.6000000000000001,0.0,0.00784313725490196,0.0,39.699999999999996,4.7,-34.99999999999999,2.0,0,0.0
1582.8,0.5,3.9,0.6,10.5,0.7875,0.315,4.5,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.0003156964263164541,0.0024624321252683418,0.006629624952645536,0.06164383561643835,0.09090909090909091,0.3391304347826087,0.0004972218714484152,0.12244897959183672,0.0003788357115797449,3.3,0.0,0.17622377622377622,0.0,12.875,15.0,2.125,2.0,0,0.0
115.0,0.3,1.3,0.2,3.0,0.125,0.05,0.5,0.7,0.0,0.0,0.0,0.0,0.3,0.0,0.0,4.0,1.0,Healthy,0.002586206896551724,0.011206896551724138,0.02586206896551724,0.29411764705882354,0.19999999999999998,0.325,0.0010775862068965517,0.08695652173913045,0.001724137931034483,1.1,0.0,0.044444444444444446,0.002586206896551724,3.0500000000000003,3.5,0.44999999999999973,0.0,0,1.0
1034.22222222222,2.66666666666667,1.77777777777778,0.444444444444444,10.2222222222222,0.811111111111111,0.324444444444444,4.88888888888889,44.4444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,Healthy,0.00257593646023399,0.0017172909734893265,0.009874423097563595,0.10757946210268962,0.45283018867924574,0.15841584158415892,0.0007835140066545042,0.1599999999999997,0.00042932274337233064,1.333333333333336,0.0,0.1791411042944783,0.0,13.000000000000005,15.11111111111109,2.111111111111084,1.0,0,1.0
2590.0,0.0,70.0,18.0,0.0,0.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,Moderate,0.0,0.027016595908915475,0.0,0.0,0.0,70.0,7.719027402547279e-05,0.2535211267605634,0.006947124662292551,52.0,0.0,0.06666666666666667,0.0,90.0,0.0,-90.0,3.0,0,1.0
398.6,3.8,0.3,0.1,5.1,0.6775,0.271,3.6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.009509509509509509,0.0007507507507507506,0.012762762762762761,0.21176470588235294,0.8260869565217391,0.04918032786885246,0.0016954454454454454,0.07692307692307693,0.00025025025025025025,0.19999999999999998,0.0,0.16154992548435174,0.0,10.975,8.7,-2.2750000000000004,0.0,0,0.0
390.0,2.0,3.0,2.0,14.0,0.0006875,0.000275,3.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Healthy,0.005115089514066497,0.0076726342710997444,0.03580562659846547,0.8823529411764706,0.5,0.2,1.758312020460358e-06,0.5,0.005115089514066497,1.0,0.0,0.0002748110673911686,0.0,7.006875,17.0,9.993125,0.0,0,0.0
1939.2,28.3,17.4,1.6,6.9,0.6,0.24,5.1,66.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,Unhealthy,0.014586125141737965,0.008968147613648076,0.003556334398515617,0.0751104565537555,4.639344262295082,2.20253164556962,0.00030924646943614057,0.08695652173913045,0.0008246572518297083,15.799999999999999,0.0,0.15,0.0,53.300000000000004,12.0,-41.300000000000004,2.0,0,1.0
468.0,0.7,0.8,0.2,7.7,0.01,0.004,9.6,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3375,4.0,1.0,Healthy,0.0014925373134328356,0.0017057569296375268,0.016417910447761194,0.6620689655172414,0.0660377358490566,0.09195402298850576,2.1321961620469083e-05,0.11111111111111112,0.0004264392324093817,0.6000000000000001,0.0,0.0039603960396039604,0.0007196162046908316,1.8,17.303375,15.503374999999998,0.0,0,1.0
1645.0,6.3,1.2,0.2,7.6,0.56,0.224,1.8,85.7,0.0,0.0,0.0,0.0,0.0,0.015,0.0,3.0,0.0,Moderate,0.003827460510328068,0.0007290400972053462,0.004617253948967193,0.020761245674740483,2.25,0.13953488372093023,0.00034021871202916164,0.09090909090909091,0.00012150668286755772,1.0,0.0,0.14358974358974358,9.113001215066829e-06,13.3,9.4,-3.9000000000000004,2.0,0,0.0
868.6,0.5,10.0,0.8,14.0,0.86,0.338,0.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,Healthy,0.0005749770009199632,0.011499540018399264,0.01609935602575897,0.04375,0.29411764705882354,0.6666666666666666,0.0009889604415823368,0.07272727272727274,0.0009199632014719411,9.2,0.0,0.1817204301075269,0.0,19.900000000000002,14.7,-5.200000000000003,1.0,0,1.0
1700.0,3.0,8.4,1.4,10.0,1.7,0.68,3.7,70.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Unhealthy,0.001763668430335097,0.0049382716049382715,0.005878894767783657,0.05182072829131652,0.6382978723404255,0.7636363636363637,0.0009994121105232215,0.14893617021276595,0.0008230452674897119,7.0,0.0,0.2518518518518518,0.0,29.799999999999997,13.7,-16.099999999999998,2.0,0,0.0
1759.774,16.074,11.28,1.504,10.904,0.03008,0.012032,7.802,64.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Healthy,0.00912893988666348,0.006406273604676126,0.006192731151186921,0.11931487995106285,1.8261758691206547,0.9475806451612903,1.7083396279136335e-05,0.1224755700325733,0.0008541698139568168,9.776,0.0,0.011680646163404782,0.0,29.1588,18.706,-10.4528,2.0,0,0.0
1975.2,13.0,21.0,1.9,11.0,0.02,0.008,7.4,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.006578281550450359,0.010626454812265965,0.0055662382349964575,0.1298245614035088,1.5476190476190474,1.75,1.0120433154539014e-05,0.08636363636363636,0.0009614411496812063,19.1,0.0,0.00784313725490196,0.0,36.1,18.4,-17.700000000000003,2.0,0,0.0
376.0,6.1,4.0,1.8,3.4,0.5,0.2,3.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.016180371352785144,0.010610079575596816,0.009018567639257295,0.3125,1.525,0.9090909090909091,0.001326259946949602,0.36,0.004774535809018568,2.2,0.0,0.13333333333333333,0.0,16.9,6.4,-10.499999999999998,0.0,0,0.0
695.1,39.0,0.2,0.0,0.7,0.0,0.0,1.6,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Unhealthy,0.0560264329837667,0.00028731504094239337,0.0010056026432983766,0.04,15.0,0.11764705882352942,0.0,0.0,0.0,0.2,0.0,0.0,0.0,39.2,2.3,-36.900000000000006,1.0,0,1.0
2162.22222222222,0.444444444444444,31.1111111111111,2.44444444444444,6.44444444444444,1.33333333333333,0.533333333333333,4.0,53.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,Unhealthy,0.00020545482562021677,0.014381837793415184,0.002979094971493144,0.07361963190184054,0.0888888888888888,4.179104477611941,0.0006163644768606494,0.07612456747404833,0.0011300015409111913,28.66666666666666,0.0,0.22857142857142876,0.0,47.333333333333286,10.44444444444444,-36.88888888888884,3.0,0,2.0
377.0,3.6,4.4,2.8,8.5,0.14,0.056,3.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,Healthy,0.009523809523809525,0.011640211640211642,0.022486772486772486,0.5882352941176471,0.9,0.46315789473684216,0.0003703703703703704,0.5185185185185185,0.007407407407407407,1.6000000000000005,0.0,0.04912280701754385,0.0,12.2,11.5,-0.6999999999999993,0.0,0,1.0
668.5,0.0,2.5,0.5,5.0,0.0,0.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.15,1.0,0.0,Healthy,0.0,0.0037341299477221808,0.0074682598954443615,0.14285714285714285,0.0,0.4166666666666667,0.0,0.14285714285714285,0.0007468259895444362,2.0,0.0,0.0,0.00022964899178491412,3.0,9.0015,6.0015,1.0,0,0.0
213.0,12.1,0.0,0.0,0.0,0.00279,0.001116,3.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Unhealthy,0.05654205607476635,0.0,0.0,0.22388059701492538,3.025,0.0,1.3037383177570093e-05,0.0,0.0,0.0,0.0,0.0011128950228861477,0.0,12.1279,3.0,-9.1279,0.0,0,1.0
2166.0,2.5,29.0,2.9,6.9,1.5,0.6,3.7,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,Unhealthy,0.0011536686663590216,0.01338255652976465,0.0031841255191509,0.06727272727272728,0.5319148936170213,3.670886075949367,0.0006922011998154131,0.09666666666666666,0.0013382556529764652,26.1,0.0,0.24,0.0,49.4,10.600000000000001,-38.8,3.0,0,2.0
1147.3,2.9,3.1,0.6,10.4,0.7675,0.307,2.0,49.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.0025254724375163287,0.0026996429504484894,0.00905686667247235,0.03968253968253968,0.9666666666666667,0.2719298245614035,0.0006683793433771662,0.14634146341463417,0.0005225115387964817,2.5,0.0,0.17369165487977367,0.0,14.275,12.4,-1.875,1.0,0,0.0
2476.0,5.9,49.0,7.3,24.0,0.74,0.311,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Moderate,0.0023819136051675413,0.019781994348001614,0.009689140088817117,0.1875,1.475,1.96,0.00029874848607186114,0.146,0.0029471134436818733,41.7,0.0,0.17873563218390803,0.0,69.6,27.0,-42.599999999999994,3.0,0,0.0
717.0,38.0,0.0,0.0,0.0,0.0,0.0,1.6,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,Unhealthy,0.052924791086350974,0.0,0.0,0.0380952380952381,14.615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.6,-36.4,1.0,0,1.0
141.7,1.3,0.5,0.1,2.2,0.03,0.012,1.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.009110021023125438,0.0035038542396636303,0.015416958654519974,0.34615384615384615,0.46428571428571436,0.15625,0.00021023125437981782,0.06666666666666667,0.0007007708479327261,0.4,0.0,0.011650485436893204,0.0,2.2,4.0,1.7999999999999998,0.0,0,0.0
419.0,0.5,0.6,0.1,7.5,0.5,0.2,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,Healthy,0.0011904761904761906,0.0014285714285714286,0.017857142857142856,0.42857142857142855,0.07142857142857142,0.07058823529411765,0.0011904761904761906,0.0625,0.0002380952380952381,0.5,0.0,0.13333333333333333,0.0,6.199999999999999,13.5,7.300000000000001,0.0,0,1.0
457.9,0.8,6.2,1.0,10.0,0.85,0.34,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Healthy,0.0017432991937241231,0.013510568751361954,0.021791239921551537,0.5714285714285714,0.26666666666666666,0.5636363636363636,0.0018522553933318807,0.1388888888888889,0.002179123992155154,5.2,0.0,0.1837837837837838,0.0,16.5,12.0,-4.5,0.0,0,0.0
2607.0,0.5,70.0,38.0,0.5,0.8,0.32,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,Unhealthy,0.00019171779141104295,0.026840490797546013,0.00019171779141104295,2.0,0.125,46.666666666666664,0.00030674846625766873,0.5352112676056338,0.014570552147239263,32.0,0.0,0.17777777777777778,0.0,116.5,3.5,-113.0,3.0,1,2.0
1380.0,29.0,20.0,14.0,4.0,0.09,0.036,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,Unhealthy,0.020999275887038378,0.01448225923244026,0.002896451846488052,0.09375,7.25,4.0,6.517016654598118e-05,0.6666666666666666,0.010137581462708182,6.0,0.0,0.03302752293577981,0.0,63.9,7.0,-56.9,2.0,0,2.0
1388.0,28.0,20.0,15.0,4.7,0.14,0.056,1.2,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,Unhealthy,0.020158387329013677,0.014398848092152628,0.0033837293016558676,0.0375,12.727272727272727,3.508771929824561,0.00010079193664506841,0.7142857142857143,0.01079913606911447,5.0,0.0,0.04912280701754385,0.0,64.4,5.9,-58.50000000000001,2.0,0,2.0
1459.0,0.5,39.0,11.0,0.5,0.31,0.124,3.0,1.1,0.0,0.0,0.0008,0.0,0.602,0.0,0.0,4.0,4.0,Moderate,0.00034246575342465754,0.02671232876712329,0.00034246575342465754,1.4285714285714286,0.125,26.0,0.00021232876712328768,0.275,0.007534246575342466,28.0,0.0,0.09465648854961832,0.0004128767123287671,53.6,3.5,-50.1,2.0,0,2.0
391.1,4.3,0.4,0.1,4.8,0.59,0.236,3.9,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,Healthy,0.010966590155572557,0.00102014792144861,0.01224177505738332,0.23636363636363636,0.8775510204081631,0.06896551724137931,0.0015047181841366998,0.07142857142857144,0.0002550369803621525,0.30000000000000004,0.0,0.14842767295597484,0.0,10.7,8.7,-2.0,0.0,0,0.0
1460.0,0.5,27.5,18.5,26.0,1.5,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Unhealthy,0.00034223134839151266,0.018822724161533196,0.01779603011635866,0.0,0.5,1.0185185185185186,0.001026694045174538,0.6491228070175439,0.012662559890485968,9.0,0.0,0.24,0.0,61.5,26.0,-35.5,2.0,0,0.0
1724.0,16.0,14.0,1.7,9.4,0.2,0.08,7.1,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,Moderate,0.00927536231884058,0.008115942028985508,0.005449275362318841,0.12033898305084745,1.9753086419753088,1.346153846153846,0.00011594202898550725,0.11333333333333333,0.0009855072463768116,12.3,0.0,0.06666666666666667,0.0,33.7,16.5,-17.200000000000003,2.0,0,0.0
